genderpolicy_Response,gender,genderpolicy_2__Response,ResponseId
Don't know,m,Change my behavior causing me to cite more women,1130
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1186
Approve,m,Change my behavior causing me to cite more women,470
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1331
Approve,m,Change my behavior causing me to cite more women,1648
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,493
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,623
Don't know,NA,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,709
Approve,m,Change my behavior causing me to cite more women,1526
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,773
Approve,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1140
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,622
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1449
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,239
Don't know,NA,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,331
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1401
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,13
Approve,m,Change my behavior causing me to cite more women,607
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,610
Approve,NA,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1009
Approve,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,597
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1005
Approve,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1459
Approve,m,Change my behavior causing me to cite more women,75
Approve,NA,Change my behavior causing me to cite more women,572
Approve,f,Change my behavior causing me to cite more women,308
Approve,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,312
Disapprove,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1489
Approve,m,Change my behavior causing me to cite more women,317
Disapprove,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1215
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,679
Approve,f,Change my behavior causing me to cite more women,1211
Approve,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1054
Approve,f,Change my behavior causing me to cite more women,1695
Approve,NA,Change my behavior causing me to cite more women,1525
Approve,NA,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1323
Disapprove,NA,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,856
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,807
Approve,f,Change my behavior causing me to cite more women,367
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1206
Approve,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1269
Don't know,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,482
Approve,NA,Change my behavior causing me to cite more women,1258
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1691
Approve,f,Change my behavior causing me to cite more women,800
Approve,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,926
Approve,m,Change my behavior causing me to cite more women,1239
Don't know,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,989
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1314
Disapprove,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,453
Don't know,NA,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,632
Approve,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1164
Approve,f,Change my behavior causing me to cite more women,619
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1136
Approve,m,Change my behavior causing me to cite more women,489
Approve,f,Change my behavior causing me to cite more women,802
Don't know,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,144
Don't know,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1028
Disapprove,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,102
Don't know,m,Change my behavior causing me to cite more women,47
Approve,m,Change my behavior causing me to cite more women,614
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1582
Approve,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1688
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1649
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,635
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,381
Approve,f,Change my behavior causing me to cite more women,218
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1434
Don't know,NA,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1375
Disapprove,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,176
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,716
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1192
Disapprove,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1615
Don't know,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1457
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1121
Don't know,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,338
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,851
Approve,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,462
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,561
Don't know,m,Change my behavior causing me to cite more women,399
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,759
Approve,f,Change my behavior causing me to cite more women,1382
Don't know,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,753
Disapprove,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,995
Don't know,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,885
Don't know,f,Change my behavior causing me to cite more women,910
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1611
Approve,m,Change my behavior causing me to cite more women,944
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,272
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1270
Disapprove,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,458
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,805
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1684
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1621
Disapprove,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,86
Approve,m,Change my behavior causing me to cite more women,1763
Don't know,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,85
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1249
Don't know,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1262
Don't know,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1452
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,408
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,889
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1636
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,323
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1127
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,864
Approve,f,Change my behavior causing me to cite more women,793
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1606
Don't know,m,Change my behavior causing me to cite more women,1712
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1019
Don't know,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,131
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1698
Approve,f,Change my behavior causing me to cite more women,587
Approve,f,Change my behavior causing me to cite more women,653
Approve,f,Change my behavior causing me to cite more women,994
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1284
Don't know,f,Change my behavior causing me to cite more women,220
Approve,f,Change my behavior causing me to cite more women,62
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1770
Don't know,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,38
Approve,NA,Change my behavior causing me to cite more women,68
Disapprove,NA,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1609
Approve,NA,Change my behavior causing me to cite more women,1285
Approve,NA,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,161
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,586
Approve,NA,Change my behavior causing me to cite more women,1777
Approve,NA,Change my behavior causing me to cite more women,21
Approve,m,Change my behavior causing me to cite fewer women,1298
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,699
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1403
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,754
Approve,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,65
Approve,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1473
Approve,m,Change my behavior causing me to cite more women,1592
Approve,f,Change my behavior causing me to cite more women,358
Approve,m,Change my behavior causing me to cite more women,1591
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,543
Approve,f,Change my behavior causing me to cite more women,1163
Approve,m,Change my behavior causing me to cite more women,1098
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1447
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,416
Disapprove,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1501
Approve,m,Change my behavior causing me to cite more women,1521
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,266
Disapprove,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,492
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1254
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,444
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,355
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1565
Disapprove,NA,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1117
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1523
Approve,m,Change my behavior causing me to cite more women,1508
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1148
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1221
Approve,f,Change my behavior causing me to cite more women,1562
Approve,f,Change my behavior causing me to cite more women,1321
Approve,f,Change my behavior causing me to cite more women,301
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,213
Approve,NA,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,521
Approve,f,Change my behavior causing me to cite more women,585
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,728
Approve,f,Change my behavior causing me to cite more women,959
Approve,m,Change my behavior causing me to cite more women,1663
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1184
Approve,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,862
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1583
Approve,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,497
Disapprove,NA,Change my behavior causing me to cite more women,1100
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1701
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1740
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1607
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1573
Approve,f,Change my behavior causing me to cite more women,1320
Don't know,m,Change my behavior causing me to cite more women,231
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,883
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,689
Approve,m,Change my behavior causing me to cite more women,1241
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1268
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,366
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,667
Disapprove,NA,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,529
Disapprove,NA,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1440
Approve,NA,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,735
Approve,NA,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,424
Approve,NA,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1251
Don't know,NA,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,133
Approve,NA,Change my behavior causing me to cite more women,1487
Approve,NA,Change my behavior causing me to cite more women,907
Approve,NA,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1780
Approve,NA,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,560
Approve,f,Change my behavior causing me to cite more women,56
Approve,NA,Change my behavior causing me to cite more women,1357
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1347
Approve,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,752
Approve,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1771
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,549
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1660
Approve,m,Change my behavior causing me to cite more women,639
Don't know,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,142
Don't know,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,556
Approve,m,Change my behavior causing me to cite more women,166
Approve,m,Change my behavior causing me to cite more women,214
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1084
Approve,m,Change my behavior causing me to cite more women,71
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,877
Don't know,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,957
Approve,m,Change my behavior causing me to cite more women,18
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,738
Don't know,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,565
Approve,NA,Change my behavior causing me to cite more women,465
Don't know,m,Change my behavior causing me to cite more women,405
Approve,NA,Change my behavior causing me to cite more women,1613
Approve,f,Change my behavior causing me to cite more women,1229
Approve,f,Change my behavior causing me to cite more women,291
Approve,m,Change my behavior causing me to cite more women,443
Approve,m,Change my behavior causing me to cite more women,1746
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,61
Don't know,NA,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1623
Approve,NA,Change my behavior causing me to cite more women,1029
Disapprove,NA,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,433
Approve,NA,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1392
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,704
Approve,m,Change my behavior causing me to cite more women,67
Approve,NA,Change my behavior causing me to cite more women,1125
Disapprove,NA,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,293
Don't know,NA,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,98
Approve,NA,Change my behavior causing me to cite more women,594
Disapprove,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,955
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1766
Approve,NA,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,361
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,224
Approve,m,Change my behavior causing me to cite more women,573
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1671
Approve,NA,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,439
Approve,NA,Change my behavior causing me to cite more women,566
Approve,NA,Change my behavior causing me to cite more women,1762
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,845
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,15
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,395
Don't know,NA,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,74
Don't know,NA,Change my behavior causing me to cite more women,1008
Don't know,NA,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,770
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1025
Disapprove,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,668
Approve,NA,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1631
Approve,NA,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,138
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,23
Approve,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,248
Approve,m,Change my behavior causing me to cite more women,1303
Don't know,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,343
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,692
Approve,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,991
Approve,NA,Change my behavior causing me to cite more women,1603
Disapprove,NA,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,567
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,292
Approve,NA,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1126
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1316
Approve,f,Change my behavior causing me to cite more women,92
Approve,m,Change my behavior causing me to cite more women,843
Approve,m,Change my behavior causing me to cite more women,16
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1304
Disapprove,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,675
Approve,m,Change my behavior causing me to cite more women,1087
Disapprove,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,968
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,320
Disapprove,NA,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,645
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,826
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1581
Approve,NA,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,729
Approve,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1596
Approve,m,Change my behavior causing me to cite more women,1056
Don't know,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1782
Approve,m,Change my behavior causing me to cite more women,1590
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,657
Don't know,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,95
Don't know,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,962
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1391
Approve,f,Change my behavior causing me to cite more women,1503
Don't know,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1642
Don't know,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,977
Approve,m,Change my behavior causing me to cite more women,1282
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,708
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1406
Approve,f,Change my behavior causing me to cite more women,79
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1569
Approve,f,Change my behavior causing me to cite more women,463
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1129
Approve,m,Change my behavior causing me to cite more women,1639
Approve,m,Change my behavior causing me to cite more women,203
Approve,NA,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1399
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,838
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,861
Disapprove,NA,Change my behavior causing me to cite more women,403
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,722
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,842
Approve,m,Change my behavior causing me to cite more women,1775
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1302
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,947
Approve,f,Change my behavior causing me to cite more women,1584
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,821
Approve,m,Change my behavior causing me to cite more women,1436
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,283
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,474
Approve,m,Change my behavior causing me to cite more women,20
Approve,f,Change my behavior causing me to cite more women,1558
Approve,m,Change my behavior causing me to cite more women,1106
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1092
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1654
Approve,m,Change my behavior causing me to cite more women,1257
Approve,NA,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1328
Approve,m,Change my behavior causing me to cite more women,1220
Approve,NA,Change my behavior causing me to cite more women,1506
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1107
Don't know,NA,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1131
Approve,NA,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,494
Approve,m,Change my behavior causing me to cite more women,677
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1725
Approve,NA,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,322
Approve,NA,Change my behavior causing me to cite more women,1031
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,656
Approve,NA,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,723
Approve,f,Change my behavior causing me to cite more women,1271
Approve,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,11
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1428
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,420
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1559
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,960
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1576
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1035
Don't know,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,498
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1348
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1012
Approve,m,Change my behavior causing me to cite more women,1355
Don't know,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1310
Disapprove,NA,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,756
Approve,NA,Change my behavior causing me to cite more women,719
Approve,NA,Change my behavior causing me to cite more women,1155
Don't know,NA,Change my behavior causing me to cite more women,279
Approve,m,Change my behavior causing me to cite more women,967
Don't know,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,580
Disapprove,NA,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1610
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1744
Approve,NA,Change my behavior causing me to cite more women,1493
Approve,f,Change my behavior causing me to cite more women,672
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1630
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,336
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1083
Approve,m,Change my behavior causing me to cite more women,1144
Approve,m,Change my behavior causing me to cite more women,1678
Approve,m,Change my behavior causing me to cite more women,1187
Approve,m,Change my behavior causing me to cite more women,485
Don't know,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,4
Approve,NA,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,273
Don't know,NA,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,34
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1475
Disapprove,NA,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,701
Don't know,f,Change my behavior causing me to cite more women,1224
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1575
Approve,f,Change my behavior causing me to cite more women,972
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1781
Approve,NA,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,260
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1364
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,429
Don't know,NA,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1714
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,769
Approve,NA,Change my behavior causing me to cite more women,407
Disapprove,NA,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1067
Approve,NA,Change my behavior causing me to cite more women,558
Approve,m,Change my behavior causing me to cite more women,1365
Approve,m,Change my behavior causing me to cite more women,448
Don't know,m,Change my behavior causing me to cite more women,1247
Approve,NA,Change my behavior causing me to cite more women,1593
Approve,NA,Change my behavior causing me to cite more women,77
Don't know,NA,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1458
Approve,NA,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,954
Don't know,NA,Change my behavior causing me to cite more women,311
Disapprove,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1143
Approve,f,Change my behavior causing me to cite more women,1296
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,50
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,190
Disapprove,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,377
Approve,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1339
Disapprove,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,839
Don't know,NA,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1369
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,683
Approve,f,Change my behavior causing me to cite more women,680
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,97
Approve,m,Change my behavior causing me to cite more women,1733
Don't know,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,707
Approve,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,546
Don't know,NA,Change my behavior causing me to cite more women,1231
