pubID,DOI,Title,is_IR,journal,year,volume,number,Paradigm,Seriously_Realism,Seriously_Liberalism,Seriously_Marxism,Seriously_Constructivism,Seriously_NonParadigmatic,Seriously_AtheoreticNone,Synthesis_Realism,Synthesis_Liberalism,Synthesis_Marxism,Synthesis_Constructivism,Synthesis_NonParadigmatic,Synthesis_NoSynthesis,Ideational,Material,Epistemology,Contemporary,PolicyPrescription,IssueArea,Level_2,Level_1,Level_3,Level_None,Methodology_AnalyticNonFormal,Methodology_Counterfactual,Methodology_Descriptive,Methodology_Experimental,Methodology_FormalModeling,Methodology_PolicyAnalysis,Methodology_Qualitative,Methodology_Quantitative,Region_Antarctica,Region_CanadaWestEurope,Region_EastAsia,Region_FSUEasternEurope,Region_Global,Region_LatinAmerica,Region_MiddleEastNorthAfrica,Region_None,Region_Oceania,Region_SouthAsia,Region_SoutheastAsia,Region_SubSaharanAfrica,Region_UnitedStates,Time_6,Time_9,Time_2,Time_8,Time_4,Time_5,Time_1,Time_3,Time_None,Time_7,Focus_Alliances,Focus_BalanceofPower,Focus_BargainingDeterrenceStrategy,Focus_Development,Focus_Diplomacy,Focus_DomesticPolitics,Focus_EconomicInterdependence,Focus_Environment,Focus_EthnicityReligion,Focus_ForeignAid,Focus_ForeignPolicy,Focus_Gender,Focus_InterstateWar,Focus_IGO,Focus_IntlLaw,Focus_ItnlRegimes,Focus_InterstateCrisis,Focus_IntrastateConflict,Focus_Migration,Focus_Humanitarian,Focus_MonetaryPolicy,Focus_NorthSouthRelations,Focus_PublicHealth,Focus_PublicOpinion,Focus_RegimeType,Focus_RegionalIntegration,Focus_Sanctions,Focus_Terrorism,Focus_IRDiscipline,Focus_Trade,Focus_NGO,Focus_WeaponSystems,Focus_WMDProliferation,Focus_Other
2933,10.1177/0022002786030001004,Choices in Social Dilemmas: Effects of Communication within Subgroups,1,JCR,1986,30,1,Non-paradigmatic,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Positivist,N/A,No,International Political Economy,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
2934,10.1177/0022002786030001005,"Cooperative Game Solutions: Australian, Indian, and U.S. Opinions",1,JCR,1986,30,1,Non-paradigmatic,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Positivist,Yes,No,General (or non-specific),No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2935,10.1177/0022002786030001006,Value Orientation and Conformity: A Study Using Three Types of Social Dilemma Games,1,JCR,1986,30,1,Non-paradigmatic,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Positivist,N/A,No,General (or non-specific),No,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2936,10.1177/0022002786030001007,Transforming Competitive or Cooperative Climates,1,JCR,1986,30,1,Non-paradigmatic,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Positivist,N/A,No,General (or non-specific),No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
2937,10.1177/0022002786030001008,In the Narrows of the 1960s U.S. Black Rioting,1,JCR,1986,30,1,Non-paradigmatic,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Positivist,No,No,Other,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
2938,10.1177/0022002786030001009,More on the Evolution of Cooperation,1,JCR,1986,30,1,Non-paradigmatic,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Positivist,N/A,No,General (or non-specific),No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2939,10.1177/0022002786030001010,Issue Linkage and the Evolution of International Cooperation,1,JCR,1986,30,1,Non-paradigmatic,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Positivist,N/A,No,International Security,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
7999,10.1177/0022002786030001002,Mayer's Alternative to the I-B Model,1,JCR,1986,30,1,Non-paradigmatic,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Positivist,N/A,No,International Security,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No
3957,10.1177/0022343393030001002,"The Modernization of the US Radar Installation at Thule, Greenland",1,JPR,1993,30,1,Non-paradigmatic,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Positivist,Yes,Yes,International Security,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No
3959,10.1177/0022343393030001004,Postwar Arms Control,1,JPR,1993,30,1,Non-paradigmatic,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Positivist,Yes,No,International Security,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
3960,10.1177/0022343393030001005,From Maude Royden's Peace Army to the Gulf Peace Team: An Assessment of Unarmed Interpositionary Peace Forces,1,JPR,1993,30,1,Non-paradigmatic,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Non-Positivist/Post-Positivist,Yes,Yes,International Security,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
3961,10.1177/0022343393030001006,"Children's and Adolescents' Conceptions of Peace, War, and Strategies to Attain Peace: A Dutch Case Study",1,JPR,1993,30,1,Non-paradigmatic,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,Positivist,Yes,No,International Security,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes
3963,10.1177/0022343393030001008,Defense Spending and Economic Growth in Subsaharan Africa: Comment on Gyimah-Brempong,1,JPR,1993,30,1,Non-paradigmatic,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Positivist,Yes,No,International Security,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No
3966,10.1177/0022343393030001011,Gene Sharp's Theory of Power: A Feminist Critique of Consent,1,JPR,1993,30,1,Non-paradigmatic,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Non-Positivist/Post-Positivist,N/A,No,Other,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
2323,10.2307/2600673,"Compensation or Opportunity? The Effects of International Recessions upon Direct Foreign Investment and Growth in Third World States, 1970-1978",1,ISQ,1986,30,2,Non-paradigmatic,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,Positivist,Yes,No,International Political Economy,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No
2324,10.2307/2600674,Trade Sanctions As Policy Instruments: A Re-Examination,1,ISQ,1986,30,2,Non-paradigmatic,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Positivist,Yes,No,International Political Economy,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes
2326,10.2307/2600676,Organizational Routines and the Causes of War,1,ISQ,1986,30,2,Non-paradigmatic,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,Positivist,No,No,International Security,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes
2327,10.2307/2600677,Foreign Policy Decisionmakers As Practical-Intuitive Historians: Applied History and Its Shortcomings,1,ISQ,1986,30,2,Non-paradigmatic,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Non-Positivist/Post-Positivist,N/A,No,Comparative Foreign Policy,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2940,10.1177/0022002786030002001,Soviet Military and Civilian Resource Allocation 1951-1980,1,JCR,1986,30,2,Non-paradigmatic,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Positivist,Yes,No,International Political Economy,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No
2942,10.1177/0022002786030002003,Contexts and Forms of Rural Revolt: France in 1789,1,JCR,1986,30,2,Non-paradigmatic,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Positivist,No,No,Comparative Politics,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2943,10.1177/0022002786030002004,"Rent Seeking, Military Participation, and Economic Performance in LDCs",1,JCR,1986,30,2,Non-paradigmatic,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Positivist,Yes,No,International Political Economy,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2944,10.1177/0022002786030002005,"Negotiating Strategic Arms Control, 1969-1979: Modeling the Bargaining Process",1,JCR,1986,30,2,Non-paradigmatic,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Positivist,Yes,No,International Security,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
2945,10.1177/0022002786030002006,"Stages, Turning Points, and Crises: Negotiating Military Base Rights, Spain and the United States",1,JCR,1986,30,2,Non-paradigmatic,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Positivist,Yes,No,US Foreign Policy,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
3967,10.1177/0022343393030002001,A Europe of Nations - or the Nation of Europe?,1,JPR,1993,30,2,Non-paradigmatic,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Non-Positivist/Post-Positivist,N/A,No,General (or non-specific),Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
3968,10.1177/0022343393030002002,"The International Dimensions of Ethnic Conflict: Concepts, Indicators, and Theory",1,JPR,1993,30,2,Non-paradigmatic,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Positivist,No,No,International Security,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
3969,10.1177/0022343393030002003,"The History of Economic Warfare: International Law, Effectiveness, Strategies",1,JPR,1993,30,2,Non-paradigmatic,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Non-Positivist/Post-Positivist,Yes,No,International Security,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3970,10.1177/0022343393030002004,The Nuclear Arms Race: Prisoner's Dilemma or Perceptual Dilemma?,1,JPR,1993,30,2,Non-paradigmatic,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Positivist,Yes,No,International Security,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No
3971,10.1177/0022343393030002005,How Children Think and Feel about War and Peace: An Australian Study,1,JPR,1993,30,2,Non-paradigmatic,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Positivist,Yes,No,Other,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
3973,10.1177/0022343393030002007,The Dilemmas of Democracy and Foreign Policy,1,JPR,1993,30,2,Non-paradigmatic,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Positivist,N/A,No,IR theory,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2332,10.2307/2600421,Level of Processing of Exports: New Estimates for 73 Less-Developed Countries in 1970 and 1980,1,ISQ,1986,30,3,Non-paradigmatic,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,Positivist,Yes,No,International Political Economy,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes
2948,10.1177/0022002786030003001,Saving and the Fear of Nuclear War,1,JCR,1986,30,3,Non-paradigmatic,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Positivist,Yes,No,Other,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No
2951,10.1177/0022002786030003004,The Power Approach to Intergroup Hostility,1,JCR,1986,30,3,Non-paradigmatic,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Positivist,No,No,Other,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
2952,10.1177/0022002786030003005,Attitudes toward a South African Liberation Movement,1,JCR,1986,30,3,Non-paradigmatic,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Positivist,Yes,No,Other,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes
2953,10.1177/0022002786030003006,Victims of Groupthink: The Kent State University Board of Trustees and the 1977 Gymnasium Controversy,1,JCR,1986,30,3,Non-paradigmatic,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Positivist,Yes,No,Other,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
2954,10.1177/0022002786030003007,Normative and Instrumental Functions of Equity Criteria in Individual Choices of the Input-Payoff Distribution Pattern,1,JCR,1986,30,3,Non-paradigmatic,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Positivist,N/A,No,General (or non-specific),No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3975,10.1177/0022343393030003002,Coups d'Etat in Africa: A Political Economy Approach,1,JPR,1993,30,3,Non-paradigmatic,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Positivist,Yes,No,Other,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No
3976,10.1177/0022343393030003003,Ethnic Conflict and Accommodation in Post-Communist Estonia,1,JPR,1993,30,3,Non-paradigmatic,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Positivist,Yes,No,Other,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes
3979,10.1177/0022343393030003006,Structural Causes of Oppositional Political Terrorism: Towards a Causal Model,1,JPR,1993,30,3,Non-paradigmatic,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Positivist,N/A,No,International Security,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
3980,10.1177/0022343393030003007,"Armed Conflict at the end of the Cold War, 1989-92",1,JPR,1993,30,3,Non-paradigmatic,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Positivist,Yes,No,International Security,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
3981,10.1177/0022343393030003008,Euphoria and Realism in Post-Cold War European Security,1,JPR,1993,30,3,Non-paradigmatic,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Positivist,N/A,No,International Security,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
871,10.1017/S0007123400000181,The Past in the Present: A Cleavage Theory of Party Response to European Integration,1,BJPS,2000,30,3,Non-paradigmatic,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Positivist,Yes,No,International Political Economy,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No
2335,10.2307/2600642,The Right Consensus?: Holsti and Rosenau's New Foreign Policy Belief Surveys,1,ISQ,1986,30,4,Non-paradigmatic,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Positivist,Yes,No,US Foreign Policy,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
2336,10.2307/2600643,On the Foreign Policy Beliefs of the American People: A Critique and Some Evidence,1,ISQ,1986,30,4,Non-paradigmatic,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Positivist,Yes,No,US Foreign Policy,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
2337,10.2307/2600644,Assumptions and Dilemmas in the Study of Americans' Foreign Policy Beliefs: A Caveat,1,ISQ,1986,30,4,Non-paradigmatic,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Positivist,N/A,No,US Foreign Policy,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
2338,10.2307/2600645,The Foreign Policy Beliefs of American Leaders: Some Further Thoughts on Theory and Method,1,ISQ,1986,30,4,Non-paradigmatic,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Positivist,Yes,No,US Foreign Policy,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
2957,10.1177/0022002786030004002,War and American Democracy: Electoral Costs of the Last Five Wars,1,JCR,1986,30,4,Non-paradigmatic,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Positivist,Yes,No,American Politics,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2958,10.1177/0022002786030004003,Time Pressure and the Development of Integrative Agreements in Bilateral Negotiations,1,JCR,1986,30,4,Non-paradigmatic,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Positivist,N/A,No,Other,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
