bookID,Title,press,year,Paradigm,Seriously_Realism,Seriously_Liberalism,Seriously_Marxism,Seriously_Constructivism,Seriously_NonParadigmatic,Seriously_AtheoreticNone,Synthesis_Realism,Synthesis_Liberalism,Synthesis_Marxism,Synthesis_Constructivism,Synthesis_NonParadigmatic,Synthesis_NoSynthesis,Ideational,Material,Epistemology,Time_1,Time_2,Time_3,Time_4,Time_5,Time_6,Time_7,Time_8,Time_9,Time_None,Contemporary,PolicyPrescription,IssueArea,Level_1,Level_2,Level_3,Level_None,Methodology_AnalyticNonFormal,Methodology_Counterfactual,Methodology_Descriptive,Methodology_Experimental,Methodology_FormalModeling,Methodology_PolicyAnalysis,Methodology_Qualitative,Methodology_Quantitative,Region_Antartica,Region_CanadaWestEurope,Region_EastAsia,Region_FSUEasternEurope,Region_Global,Region_LatinAmerica,Region_MiddleEastNorthAfrica,Region_None,Region_Oceania,Region_SouthAsia,Region_SoutheastAsia,Region_SubSaharanAfrica,Region_UnitedStates,Focus_Alliances,Focus_BalanceofPower,Focus_BargainingDeterrenceStrategy,Focus_Development,Focus_Diplomacy,Focus_DomesticPolitics,Focus_EconomicInterdependence,Focus_Environment,Focus_EthnicityReligion,Focus_ForeignAid,Focus_ForeignPolicy,Focus_Gender,Focus_Humanitarian,Focus_IGO,Focus_InterstateCrisis,Focus_InterstateWar,Focus_IntlLaw,Focus_IntrastateConflict,Focus_IRDiscipline,Focus_ItnlRegimes,Focus_Migration,Focus_MonetaryPolicy,Focus_NGO,Focus_NorthSouthRelations,Focus_PublicHealth,Focus_PublicOpinion,Focus_RegimeType,Focus_RegionalIntegration,Focus_Sanctions,Focus_Terrorism,Focus_Trade,Focus_WeaponSystems,Focus_WMDProliferation,Focus_Other
2975,"The Rise and Decline of a Global Security Actor: UNHCR, Refugee Protection and Security",Oxford,2014,Constructivist,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Positivist,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Human Rights,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
1094,The Sovereignty Paradox: The Norms and Politics of International Statebuilding,Oxford,2007,Constructivist,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Positivist,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,International Organization,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
1392,Blind Oracles: Intellectuals and War from Kennan to Kissinger,Princeton,2007,Constructivist,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Positivist,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,US Foreign Policy,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
1331,Cold War Civil Rights: Race and the Image of American Democracy (Politics & Society in Twentieth Century America),Princeton,2000,Constructivist,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Non-Positivist/Post-Positivist,No,No,No,No,No,No,Yes,No,No,No,No,No,American Politics,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
1342,Diplomacy of Conscience: Amnesty International and Changing Human Rights Norms,Princeton,2001,Constructivist,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Positivist,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,Human Rights,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
1455,How Enemies Become Friends: The Sources of Stable Peace (Princeton Studies in International History and Politics),Princeton,2010,Constructivist,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Positivist,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,International Security,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1354,Legitimacy and Power Politics: The American and French Revolutions in International Political Culture (Princeton Studies in International History and Politics),Princeton,2002,Constructivist,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Positivist,No,No,Yes,No,No,No,No,No,No,No,No,No,International Security,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
1347,Revolutions in Sovereignty: How Ideas Shaped Modern International Relations.,Princeton,2001,Constructivist,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Non-Positivist/Post-Positivist,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,International Organization,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
1402,"State Death: The Politics and Geography of Conquest, Occupation, and Annexation",Princeton,2007,Constructivist,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,Positivist,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,International Security,No,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1348,"The Helsinki Effect: International Norms, Human Rights, and the Demise of Communism",Princeton,2001,Constructivist,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Positivist,No,No,No,No,No,No,Yes,No,No,No,No,No,Human Rights,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1349,The Making of the Cold War Enemy: Culture and Politics in the Military-intellectual Complex,Princeton,2001,Constructivist,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Positivist,No,No,No,No,No,No,Yes,No,No,No,No,No,Other,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1444,"The Moral Purpose of the State: Culture, Social Identity, and Institutional Rationality in International Relations (Princeton Studies in International History and Politics)",Princeton,2009,Constructivist,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Positivist,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,International Organization,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1405,The Politics of Secularism in International Relations (Princeton Studies in International History and Politics),Princeton,2007,Constructivist,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Positivist,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,IR theory,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
1427,The Sino-Soviet Split: Cold War in the Communist World (Princeton Studies in International History and Politics),Princeton,2008,Constructivist,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Positivist,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,Comparative Foreign Policy,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
1407,Uncouth Nation: Why Europe Dislikes America (The Public Square),Princeton,2007,Constructivist,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,Positivist,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Other,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
1907,"America, Technology and Strategic Culture: A Clausewitzian Inquiry (Strategy and History)",Routledge,2008,Constructivist,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,Positivist,No,No,No,No,No,No,No,No,Yes,No,Yes,No,International Security,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2935,"American Images of China: Identity, Power, Policy",Routledge,2014,Constructivist,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,Non-Positivist/Post-Positivist,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,US Foreign Policy,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
2706,"An Intellectual History of Terror: War, Violence and the State",Routledge,2012,Constructivist,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Non-Positivist/Post-Positivist,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,International Security,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes
1908,Bait and Switch: Human Rights and U.S. Foreign Policy,Routledge,2008,Constructivist,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Positivist,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Human Rights,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1871,"Culture and International Relations: Narratives, Natives and Tourists (Routledge Advances in International Realtions and Global Politics)",Routledge,2007,Constructivist,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,Non-Positivist/Post-Positivist,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,History of the IR Discipline,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1872,Culture and Security: Symbolic Power and the Politics of International Security,Routledge,2007,Constructivist,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Positivist,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,International Security,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1873,Cyber-security and Threat Politics: US Efforts to Secure the Information Age (CSS Studies in Security and International Relations),Routledge,2007,Constructivist,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,Non-Positivist/Post-Positivist,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,International Security,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes
2915,Democracy in Turkey: The Impact of EU Political Conditionality,Routledge,2014,Constructivist,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,Positivist,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Comparative Politics,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
2666,European Union and the Making of a Wider Northern Europe,Routledge,2006,Constructivist,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Positivist,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,International Organization,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
1735,Europeanization of National Security Identity (Contemporary Security Studies),Routledge,2005,Constructivist,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Non-Positivist/Post-Positivist,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,International Security,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2677,Explaining Pakistan's Foreign Policy: Escaping India,Routledge,2011,Constructivist,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Positivist,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Comparative Foreign Policy,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1680,Frontier Contact Between Choson Korea and Tokugawa Japan,Routledge,2003,Constructivist,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Positivist,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Comparative Foreign Policy,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
2016,International Relations and Identity (New International Relations),Routledge,2011,Constructivist,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Positivist,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,IR theory,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
2053,Interrogating International Relations: India's Strategic Practice and the Return of History (War and International Politics in South Asia),Routledge,2010,Constructivist,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Positivist,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,IR theory,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1803,Islam in Indonesian Foreign Policy (Politics in Asia),Routledge,2006,Constructivist,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Non-Positivist/Post-Positivist,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Comparative Foreign Policy,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1806,Israeli Politics and the First Palestinian Intifada (Routledge Studies in Middle Eastern Politics),Routledge,2006,Constructivist,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Positivist,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,Comparative Politics,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No
2569,Japan's National Identity and Foreign Policy: Russia as Japan's 'Other',Routledge,2011,Constructivist,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Positivist,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Comparative Foreign Policy,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
1745,Japanese Apologies for World War II (Routledge Contemporary Japan Series),Routledge,2005,Constructivist,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,Positivist,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Comparative Foreign Policy,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
1812,Military Forces in 21st Century Peace Operations (Contemporary Security Studies),Routledge,2006,Constructivist,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Non-Positivist/Post-Positivist,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,International Security,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
2023,NATO's Security Discourse After the Cold War: Representing the West,Routledge,2013,Constructivist,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Positivist,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,International Security,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2025,Neoconservatism and American Foreign Policy: A Critical Analysis (Routledge Studies in US Foreign Policy),Routledge,2010,Constructivist,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,Positivist,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,US Foreign Policy,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1972,New Norms and Knowledge in World Politics (Routledge Advances in International Relations and Global Politics),Routledge,2009,Constructivist,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,Positivist,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,IR theory,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes
2054,"Press Images, National Identity and Foreign Policy: A Case Study of US-Japan Relations from 1955-1995 (East Asia: History, Politics, Sociology and Culture)",Routledge,2001,Constructivist,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Positivist,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Other,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
2594,Promoting Democracy and Human Rights in Russia,Routledge,2011,Constructivist,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Positivist,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Human Rights,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1665,"Rethinking Japan's Identity and International Role: Tradition and Change in Japan's Foreign Policy (East Asia: History, Politics, Sociology and Culture)",Routledge,2002,Constructivist,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Non-Positivist/Post-Positivist,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Comparative Foreign Policy,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
2865,Risk and Securitization in Japan: 1945-60,Routledge,2013,Constructivist,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Positivist,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Comparative Foreign Policy,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2599,"Security, the Environment and Emancipation: Contestation over Environmental Change",Routledge,2011,Constructivist,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Positivist,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,International Security,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2035,Social Power in International Politics (New International Relations),Routledge,2010,Constructivist,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Non-Positivist/Post-Positivist,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,IR theory,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2586,"Soft Power in Japan-China Relations: State, sub-state and non-state relations",Routledge,2011,Constructivist,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Positivist,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,IR theory,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
1649,The British Empire as a World Power: Ten Studies,Routledge,2001,Constructivist,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Positivist,No,No,Yes,No,No,No,No,No,No,No,N/A,No,Comparative Foreign Policy,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No
1837,The International Politics of the Persian Gulf: A Cultural Genealogy (Routledge Studies in Middle Eastern Politics),Routledge,2006,Constructivist,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Positivist,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,International Security,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No
1897,The Politics of Regional Identity: Meddling with the Mediterranean (The New International Relations),Routledge,2007,Constructivist,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,Non-Positivist/Post-Positivist,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,International Organization,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No
1981,The Securitization of Humanitarian Migration: Digging moats and sinking boats (Routledge Advances in International Relations and Global Politics),Routledge,2009,Constructivist,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Positivist,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,International Security,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
1903,The United States and the Security Council: Collective Security Since the Cold War,Routledge,2007,Constructivist,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Positivist,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,International Security,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No
